task,sample_id,case_id,field_name,repeat_index,requested_model_id,returned_model_id,call_status,attempts,started_utc,ended_utc,latency_ms,request_id,system_fingerprint,prompt_sha256,schema_sha256,output_value,output_reason,input_tokens,output_tokens,error_type,error_message_redacted
extraction,EXT-01-4f22f8bf0a39,1,sample_size,2,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:08.432623+00:00,2026-09-19T17:02:08.717089+00:00,284,,,4bb8a9578c094c8bb882e724416b3de781de0439f27b7ff8551a0de5b819c442,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-4f22f8bf0a39,1,sample_size,3,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:08.448388+00:00,2026-09-19T17:02:08.761098+00:00,312,,,4bb8a9578c094c8bb882e724416b3de781de0439f27b7ff8551a0de5b819c442,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-6c4628b565fa,1,outcome,1,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:55.828405+00:00,2026-09-19T17:01:56.206223+00:00,377,,,6e4bde7256c31dd23966c3058c63fe4806191f00de6644bf6937678fbeb41b63,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-6c4628b565fa,1,outcome,2,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:55.861303+00:00,2026-09-19T17:01:56.234971+00:00,373,,,6e4bde7256c31dd23966c3058c63fe4806191f00de6644bf6937678fbeb41b63,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-6c4628b565fa,1,outcome,3,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:55.929129+00:00,2026-09-19T17:01:56.371593+00:00,442,,,6e4bde7256c31dd23966c3058c63fe4806191f00de6644bf6937678fbeb41b63,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-74ff18794044,1,country,1,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:17.916897+00:00,2026-09-19T17:02:18.308580+00:00,391,,,56e6e750cf3d0eab5e0387daa1dfa5701ce2e96eceabd99e4b5b10af30f7c474,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-74ff18794044,1,country,2,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:17.922312+00:00,2026-09-19T17:02:18.295004+00:00,372,,,56e6e750cf3d0eab5e0387daa1dfa5701ce2e96eceabd99e4b5b10af30f7c474,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-74ff18794044,1,country,3,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:17.935331+00:00,2026-09-19T17:02:18.442706+00:00,507,,,56e6e750cf3d0eab5e0387daa1dfa5701ce2e96eceabd99e4b5b10af30f7c474,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-7896be00e53d,1,ci_lower,1,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:59.011382+00:00,2026-09-19T17:01:59.323322+00:00,311,,,b1d9b13c58adb63aeb3631cc7cc122c0177c540d1593b16d7d070c1e6964e44c,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-7896be00e53d,1,ci_lower,2,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:59.015668+00:00,2026-09-19T17:01:59.376981+00:00,361,,,b1d9b13c58adb63aeb3631cc7cc122c0177c540d1593b16d7d070c1e6964e44c,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-7896be00e53d,1,ci_lower,3,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:59.050963+00:00,2026-09-19T17:01:59.420746+00:00,369,,,b1d9b13c58adb63aeb3631cc7cc122c0177c540d1593b16d7d070c1e6964e44c,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-8169af27df40,1,study_design,1,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:10.706834+00:00,2026-09-19T17:02:11.016017+00:00,309,,,9db5f310327967c6d6d97dac36dca74d562c43e0ae1b5e9c414ea3d332d6cb8d,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-8169af27df40,1,study_design,2,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:10.748522+00:00,2026-09-19T17:02:11.103027+00:00,354,,,9db5f310327967c6d6d97dac36dca74d562c43e0ae1b5e9c414ea3d332d6cb8d,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-8169af27df40,1,study_design,3,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:10.825902+00:00,2026-09-19T17:02:11.161985+00:00,336,,,9db5f310327967c6d6d97dac36dca74d562c43e0ae1b5e9c414ea3d332d6cb8d,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-83b7f91fb02b,1,comparison,1,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:06.878759+00:00,2026-09-19T17:02:07.260363+00:00,381,,,5ab1b0a5a43ff4050d4c4d2ab0b20788c45d83dd9bce985512daa63ca25e98ab,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-83b7f91fb02b,1,comparison,2,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:06.905021+00:00,2026-09-19T17:02:07.321707+00:00,416,,,5ab1b0a5a43ff4050d4c4d2ab0b20788c45d83dd9bce985512daa63ca25e98ab,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-83b7f91fb02b,1,comparison,3,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:06.922268+00:00,2026-09-19T17:02:07.311516+00:00,389,,,5ab1b0a5a43ff4050d4c4d2ab0b20788c45d83dd9bce985512daa63ca25e98ab,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-930e194a7cab,1,study_design,1,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:15.588668+00:00,2026-09-19T17:02:15.931300+00:00,342,,,94f379b58cc9018df5f2da9575bce778a6d4486a2f8f3c0bcdcddb1129c4bf18,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-930e194a7cab,1,study_design,2,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:15.592578+00:00,2026-09-19T17:02:15.934729+00:00,342,,,94f379b58cc9018df5f2da9575bce778a6d4486a2f8f3c0bcdcddb1129c4bf18,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-930e194a7cab,1,study_design,3,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:15.594385+00:00,2026-09-19T17:02:15.996743+00:00,402,,,94f379b58cc9018df5f2da9575bce778a6d4486a2f8f3c0bcdcddb1129c4bf18,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-be33396abce8,1,study_design,1,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:13.863570+00:00,2026-09-19T17:02:14.218621+00:00,355,,,1f00c982c80c5849905d32d6d97cc22dcd29367ef34debb8c5c91fb6ec755735,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-be33396abce8,1,study_design,2,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:13.914668+00:00,2026-09-19T17:02:14.201543+00:00,286,,,1f00c982c80c5849905d32d6d97cc22dcd29367ef34debb8c5c91fb6ec755735,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-be33396abce8,1,study_design,3,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:13.932500+00:00,2026-09-19T17:02:14.311545+00:00,379,,,1f00c982c80c5849905d32d6d97cc22dcd29367ef34debb8c5c91fb6ec755735,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-c90084204630,1,intervention,1,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:17.341132+00:00,2026-09-19T17:02:17.616677+00:00,275,,,e5576b8cf51930f9f73f05283e02b9978c2aef0c589814018349fa13b91db855,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-c90084204630,1,intervention,2,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:17.389696+00:00,2026-09-19T17:02:17.774501+00:00,384,,,e5576b8cf51930f9f73f05283e02b9978c2aef0c589814018349fa13b91db855,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-c90084204630,1,intervention,3,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:17.408096+00:00,2026-09-19T17:02:17.857288+00:00,449,,,e5576b8cf51930f9f73f05283e02b9978c2aef0c589814018349fa13b91db855,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-dea01b31ef80,1,ci_lower,1,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:53.210956+00:00,2026-09-19T17:01:53.718854+00:00,507,,,8a3ef5a547d24045c68809e562419a9c4e69a12e5d4d5f75a1f1ffa411111d6d,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-dea01b31ef80,1,ci_lower,2,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:53.211498+00:00,2026-09-19T17:01:53.556463+00:00,344,,,8a3ef5a547d24045c68809e562419a9c4e69a12e5d4d5f75a1f1ffa411111d6d,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-dea01b31ef80,1,ci_lower,3,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:53.212143+00:00,2026-09-19T17:01:53.588064+00:00,375,,,8a3ef5a547d24045c68809e562419a9c4e69a12e5d4d5f75a1f1ffa411111d6d,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-e3532b460812,1,ci_upper,1,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:50.686790+00:00,2026-09-19T17:01:51.008961+00:00,322,,,2b2fa7f13ea5892b7bab8a36eeb9633d095544b49f5f77b4c017bc51021c3dd5,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-e3532b460812,1,ci_upper,2,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:50.712521+00:00,2026-09-19T17:01:51.172493+00:00,459,,,2b2fa7f13ea5892b7bab8a36eeb9633d095544b49f5f77b4c017bc51021c3dd5,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-e3532b460812,1,ci_upper,3,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:50.745131+00:00,2026-09-19T17:01:51.077933+00:00,332,,,2b2fa7f13ea5892b7bab8a36eeb9633d095544b49f5f77b4c017bc51021c3dd5,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-e8ff500847c7,1,sample_size,1,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:39.875967+00:00,2026-09-19T17:01:40.226557+00:00,350,,,7226f9d59dbbba9c6649015e4792201a13783e6a19cf0644a89598d2e6214a19,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-e8ff500847c7,1,sample_size,2,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:39.896183+00:00,2026-09-19T17:01:40.329547+00:00,433,,,7226f9d59dbbba9c6649015e4792201a13783e6a19cf0644a89598d2e6214a19,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-e8ff500847c7,1,sample_size,3,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:39.948322+00:00,2026-09-19T17:01:40.335599+00:00,387,,,7226f9d59dbbba9c6649015e4792201a13783e6a19cf0644a89598d2e6214a19,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-ed5aa669382f,1,country,1,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:22.110649+00:00,2026-09-19T17:02:22.512002+00:00,401,,,83652f9f3b8406c6d6619a00690692b4ad88afd9b59d336c37536f386fc07206,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-ed5aa669382f,1,country,2,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:22.121167+00:00,2026-09-19T17:02:22.516220+00:00,395,,,83652f9f3b8406c6d6619a00690692b4ad88afd9b59d336c37536f386fc07206,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-ed5aa669382f,1,country,3,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:22.225142+00:00,2026-09-19T17:02:22.630633+00:00,405,,,83652f9f3b8406c6d6619a00690692b4ad88afd9b59d336c37536f386fc07206,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-f3a986476ff8,1,sample_size,1,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:38.218929+00:00,2026-09-19T17:01:38.541145+00:00,322,,,b49323ef7fe9fc9348312944bfe509f86a4306ee161e3728493b31f87a276f55,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-f3a986476ff8,1,sample_size,2,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:38.219806+00:00,2026-09-19T17:01:38.538597+00:00,318,,,b49323ef7fe9fc9348312944bfe509f86a4306ee161e3728493b31f87a276f55,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-01-f3a986476ff8,1,sample_size,3,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:38.223244+00:00,2026-09-19T17:01:38.537835+00:00,314,,,b49323ef7fe9fc9348312944bfe509f86a4306ee161e3728493b31f87a276f55,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-02-15ec72e1a207,2,effect_size,1,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:30.822091+00:00,2026-09-19T17:01:31.359183+00:00,537,,,274dd83bbe80ba1fa935fbdc5e4b30a0ca10ac06ae136447206cc4bff0302f02,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-02-15ec72e1a207,2,effect_size,2,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:30.824142+00:00,2026-09-19T17:01:31.362289+00:00,538,,,274dd83bbe80ba1fa935fbdc5e4b30a0ca10ac06ae136447206cc4bff0302f02,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-02-15ec72e1a207,2,effect_size,3,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:30.837410+00:00,2026-09-19T17:01:31.325105+00:00,487,,,274dd83bbe80ba1fa935fbdc5e4b30a0ca10ac06ae136447206cc4bff0302f02,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-02-2129103436b8,2,country,1,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:29.750321+00:00,2026-09-19T17:01:30.021683+00:00,271,,,6f1c668ea4d8d89a62294325cf97a6066dea6f978946de88421ab69942d42f98,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-02-2129103436b8,2,country,2,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:29.900343+00:00,2026-09-19T17:01:30.251787+00:00,351,,,6f1c668ea4d8d89a62294325cf97a6066dea6f978946de88421ab69942d42f98,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-02-2129103436b8,2,country,3,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:30.000546+00:00,2026-09-19T17:01:30.381400+00:00,380,,,6f1c668ea4d8d89a62294325cf97a6066dea6f978946de88421ab69942d42f98,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-02-46fc406a6ab2,2,outcome,1,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:40.646384+00:00,2026-09-19T17:01:41.039900+00:00,393,,,35cf8ce3c985642f1e570c3e4bd9213d5584a426526aa44df6081f460f18bc65,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-02-46fc406a6ab2,2,outcome,2,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:40.770077+00:00,2026-09-19T17:01:41.174224+00:00,404,,,35cf8ce3c985642f1e570c3e4bd9213d5584a426526aa44df6081f460f18bc65,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-02-46fc406a6ab2,2,outcome,3,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:40.818381+00:00,2026-09-19T17:01:41.149033+00:00,330,,,35cf8ce3c985642f1e570c3e4bd9213d5584a426526aa44df6081f460f18bc65,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-02-52c29dd15375,2,intervention,1,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:17.175357+00:00,2026-09-19T17:02:17.509411+00:00,334,,,62299ce5990df0ebcaf845658cb119b5a612017007220c9da808cd0782bf16f0,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-02-52c29dd15375,2,intervention,2,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:17.199082+00:00,2026-09-19T17:02:17.597926+00:00,398,,,62299ce5990df0ebcaf845658cb119b5a612017007220c9da808cd0782bf16f0,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-02-52c29dd15375,2,intervention,3,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:17.252463+00:00,2026-09-19T17:02:17.615146+00:00,362,,,62299ce5990df0ebcaf845658cb119b5a612017007220c9da808cd0782bf16f0,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-02-80c57fb772f7,2,ci_lower,1,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:00.960781+00:00,2026-09-19T17:02:01.377819+00:00,417,,,0d42ad8ef3d54819f9e52b320342ce4829b2735c8bacd447ed9241156c30d39f,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-02-80c57fb772f7,2,ci_lower,2,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:01.182811+00:00,2026-09-19T17:02:01.571954+00:00,389,,,0d42ad8ef3d54819f9e52b320342ce4829b2735c8bacd447ed9241156c30d39f,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-02-80c57fb772f7,2,ci_lower,3,gpt-5-mini,,response_parse_error,1,2026-09-19T17:02:01.244250+00:00,2026-09-19T17:02:01.597569+00:00,353,,,0d42ad8ef3d54819f9e52b320342ce4829b2735c8bacd447ed9241156c30d39f,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-02-8f70af6699e9,2,sample_size,1,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:37.805225+00:00,2026-09-19T17:01:38.221964+00:00,416,,,a53e13bb764f917bb5dc9c03bf26fa771184cdb6f39fc378f9cc3472d3abf400,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
extraction,EXT-02-8f70af6699e9,2,sample_size,2,gpt-5-mini,,response_parse_error,1,2026-09-19T17:01:37.810232+00:00,2026-09-19T17:01:38.488177+00:00,677,,,a53e13bb764f917bb5dc9c03bf26fa771184cdb6f39fc378f9cc3472d3abf400,1ce1c40881404d7187beaedebbf611dc51d25d4a7afbfaacf15fbb80a258f409,,,,,TypeError,'NoneType' object is not subscriptable
