case_id,slug,field_name,field_class,field_cells,null_cells,null_rate,evaluator_correct,evaluator_incorrect,evaluator_unverifiable,evaluator_unverifiable_rate_all,conditional_agreement_excluding_unverifiable,human_accuracy_status
4,ai_radiology_diagnosis,sample_size,potentially_synthesis_critical,2444,974,0.3985270049099836,1420,50,974,0.3985270049099836,0.9659863945578231,pending_human_adjudication
4,ai_radiology_diagnosis,sensitivity,potentially_synthesis_critical,2444,1123,0.4594926350245499,1242,69,1133,0.4635842880523732,0.9473684210526315,pending_human_adjudication
4,ai_radiology_diagnosis,specificity,potentially_synthesis_critical,2444,1412,0.5777414075286416,994,37,1413,0.5781505728314239,0.9641125121241513,pending_human_adjudication
4,ai_radiology_diagnosis,study_design,categorical,2444,1087,0.44476268412438624,1230,13,1201,0.49140752864157117,0.9895414320193081,pending_human_adjudication
4,ai_radiology_diagnosis,task,categorical,2444,0,0.0,2426,18,0,0.0,0.9926350245499181,pending_human_adjudication
5,cash_transfers_education,ci_lower,potentially_synthesis_critical,469,452,0.9637526652452025,17,0,452,0.9637526652452025,1.0,pending_human_adjudication
5,cash_transfers_education,ci_upper,potentially_synthesis_critical,469,452,0.9637526652452025,17,0,452,0.9637526652452025,1.0,pending_human_adjudication
5,cash_transfers_education,country,categorical,469,27,0.057569296375266525,439,2,28,0.05970149253731343,0.9954648526077098,pending_human_adjudication
5,cash_transfers_education,effect_size,potentially_synthesis_critical,469,378,0.8059701492537313,90,1,378,0.8059701492537313,0.989010989010989,pending_human_adjudication
5,cash_transfers_education,outcome,categorical,469,13,0.02771855010660981,454,2,13,0.02771855010660981,0.9956140350877193,pending_human_adjudication
5,cash_transfers_education,programme,categorical,469,4,0.008528784648187633,462,3,4,0.008528784648187633,0.9935483870967742,pending_human_adjudication
5,cash_transfers_education,sample_size,potentially_synthesis_critical,469,395,0.8422174840085288,69,5,395,0.8422174840085288,0.9324324324324325,pending_human_adjudication
5,cash_transfers_education,study_design,categorical,469,75,0.15991471215351813,389,2,78,0.16631130063965885,0.9948849104859335,pending_human_adjudication
6,social_media_mental_health,age_group,categorical,584,32,0.0547945205479452,542,9,33,0.05650684931506849,0.9836660617059891,pending_human_adjudication
6,social_media_mental_health,ci_lower,potentially_synthesis_critical,584,510,0.8732876712328768,73,1,510,0.8732876712328768,0.9864864864864865,pending_human_adjudication
6,social_media_mental_health,ci_upper,potentially_synthesis_critical,584,510,0.8732876712328768,73,1,510,0.8732876712328768,0.9864864864864865,pending_human_adjudication
6,social_media_mental_health,country,categorical,584,224,0.3835616438356164,357,4,223,0.3818493150684932,0.9889196675900277,pending_human_adjudication
6,social_media_mental_health,effect_size,potentially_synthesis_critical,584,450,0.7705479452054794,135,0,449,0.7688356164383562,1.0,pending_human_adjudication
6,social_media_mental_health,outcome,categorical,584,1,0.0017123287671232876,580,3,1,0.0017123287671232876,0.9948542024013722,pending_human_adjudication
6,social_media_mental_health,platform,categorical,584,94,0.16095890410958905,478,9,97,0.1660958904109589,0.9815195071868583,pending_human_adjudication
6,social_media_mental_health,sample_size,potentially_synthesis_critical,584,76,0.13013698630136986,501,6,77,0.13184931506849315,0.9881656804733728,pending_human_adjudication
6,social_media_mental_health,study_design,categorical,584,52,0.08904109589041095,490,2,92,0.15753424657534246,0.9959349593495935,pending_human_adjudication
7,restorative_justice_recidivism,country,categorical,77,29,0.37662337662337664,46,2,29,0.37662337662337664,0.9583333333333334,pending_human_adjudication
7,restorative_justice_recidivism,follow_up_months,other_numeric,77,53,0.6883116883116883,23,0,54,0.7012987012987013,1.0,pending_human_adjudication
7,restorative_justice_recidivism,outcome,categorical,77,0,0.0,76,0,1,0.012987012987012988,1.0,pending_human_adjudication
7,restorative_justice_recidivism,programme_type,categorical,77,0,0.0,77,0,0,0.0,1.0,pending_human_adjudication
7,restorative_justice_recidivism,recidivism_rate_control,potentially_synthesis_critical,77,72,0.935064935064935,5,0,72,0.935064935064935,1.0,pending_human_adjudication
7,restorative_justice_recidivism,recidivism_rate_treatment,potentially_synthesis_critical,77,67,0.8701298701298701,10,0,67,0.8701298701298701,1.0,pending_human_adjudication
7,restorative_justice_recidivism,sample_size,potentially_synthesis_critical,77,49,0.6363636363636364,27,1,49,0.6363636363636364,0.9642857142857143,pending_human_adjudication
7,restorative_justice_recidivism,study_design,categorical,77,24,0.3116883116883117,53,0,24,0.3116883116883117,1.0,pending_human_adjudication
8,gender_pay_gap,country,categorical,308,85,0.275974025974026,239,13,56,0.18181818181818182,0.9484126984126984,pending_human_adjudication
8,gender_pay_gap,gap_measure,categorical,308,13,0.04220779220779221,294,1,13,0.04220779220779221,0.9966101694915255,pending_human_adjudication
8,gender_pay_gap,gap_percent,potentially_synthesis_critical,308,266,0.8636363636363636,41,2,265,0.8603896103896104,0.9534883720930233,pending_human_adjudication
8,gender_pay_gap,sample_size,potentially_synthesis_critical,308,280,0.9090909090909091,28,0,280,0.9090909090909091,1.0,pending_human_adjudication
8,gender_pay_gap,sector,categorical,308,191,0.6201298701298701,116,1,191,0.6201298701298701,0.9914529914529915,pending_human_adjudication
8,gender_pay_gap,study_design,categorical,308,88,0.2857142857142857,212,0,96,0.3116883116883117,1.0,pending_human_adjudication
8,gender_pay_gap,year,other_numeric,308,176,0.5714285714285714,119,12,177,0.5746753246753247,0.9083969465648855,pending_human_adjudication
9,intelligent_tutoring_scores,ci_lower,potentially_synthesis_critical,580,573,0.9879310344827587,7,0,573,0.9879310344827587,1.0,pending_human_adjudication
9,intelligent_tutoring_scores,ci_upper,potentially_synthesis_critical,580,573,0.9879310344827587,7,0,573,0.9879310344827587,1.0,pending_human_adjudication
9,intelligent_tutoring_scores,country,categorical,580,351,0.6051724137931035,225,0,355,0.6120689655172413,1.0,pending_human_adjudication
9,intelligent_tutoring_scores,effect_size,potentially_synthesis_critical,580,525,0.9051724137931034,54,1,525,0.9051724137931034,0.9818181818181818,pending_human_adjudication
9,intelligent_tutoring_scores,grade_level,categorical,580,200,0.3448275862068966,377,2,201,0.34655172413793106,0.9947229551451188,pending_human_adjudication
9,intelligent_tutoring_scores,sample_size,potentially_synthesis_critical,580,227,0.3913793103448276,351,2,227,0.3913793103448276,0.9943342776203966,pending_human_adjudication
9,intelligent_tutoring_scores,study_design,categorical,580,38,0.06551724137931035,542,0,38,0.06551724137931035,1.0,pending_human_adjudication
9,intelligent_tutoring_scores,subject,categorical,580,116,0.2,462,2,116,0.2,0.9956896551724138,pending_human_adjudication
9,intelligent_tutoring_scores,system_name,categorical,580,275,0.47413793103448276,301,4,275,0.47413793103448276,0.9868852459016394,pending_human_adjudication
10,game_based_learning_motivation,ci_lower,potentially_synthesis_critical,354,350,0.9887005649717514,3,1,350,0.9887005649717514,0.75,pending_human_adjudication
10,game_based_learning_motivation,ci_upper,potentially_synthesis_critical,354,350,0.9887005649717514,3,1,350,0.9887005649717514,0.75,pending_human_adjudication
10,game_based_learning_motivation,country,categorical,354,238,0.672316384180791,114,1,239,0.6751412429378532,0.991304347826087,pending_human_adjudication
10,game_based_learning_motivation,education_level,categorical,354,52,0.14689265536723164,295,3,56,0.15819209039548024,0.9899328859060402,pending_human_adjudication
10,game_based_learning_motivation,effect_size,potentially_synthesis_critical,354,322,0.9096045197740112,31,1,322,0.9096045197740112,0.96875,pending_human_adjudication
10,game_based_learning_motivation,game_type,categorical,354,8,0.022598870056497175,342,4,8,0.022598870056497175,0.9884393063583815,pending_human_adjudication
10,game_based_learning_motivation,outcome_measure,categorical,354,0,0.0,350,4,0,0.0,0.9887005649717514,pending_human_adjudication
10,game_based_learning_motivation,sample_size,potentially_synthesis_critical,354,151,0.4265536723163842,201,2,151,0.4265536723163842,0.9901477832512315,pending_human_adjudication
10,game_based_learning_motivation,study_design,categorical,354,41,0.11581920903954802,311,0,43,0.12146892655367232,1.0,pending_human_adjudication
11,class_size_achievement,ci_lower,potentially_synthesis_critical,253,253,1.0,0,0,253,1.0,,pending_human_adjudication
11,class_size_achievement,ci_upper,potentially_synthesis_critical,253,252,0.9960474308300395,1,0,252,0.9960474308300395,1.0,pending_human_adjudication
11,class_size_achievement,class_size_control,potentially_synthesis_critical,253,238,0.9407114624505929,13,2,238,0.9407114624505929,0.8666666666666667,pending_human_adjudication
11,class_size_achievement,class_size_treatment,potentially_synthesis_critical,253,230,0.9090909090909091,21,2,230,0.9090909090909091,0.9130434782608695,pending_human_adjudication
11,class_size_achievement,country,categorical,253,39,0.1541501976284585,208,5,40,0.15810276679841898,0.9765258215962441,pending_human_adjudication
11,class_size_achievement,effect_size,potentially_synthesis_critical,253,220,0.8695652173913043,32,1,220,0.8695652173913043,0.9696969696969697,pending_human_adjudication
11,class_size_achievement,sample_size,potentially_synthesis_critical,253,152,0.6007905138339921,101,1,151,0.5968379446640316,0.9901960784313726,pending_human_adjudication
11,class_size_achievement,school_level,categorical,253,53,0.20948616600790515,192,7,54,0.2134387351778656,0.964824120603015,pending_human_adjudication
11,class_size_achievement,study_design,categorical,253,58,0.22924901185770752,189,1,63,0.2490118577075099,0.9947368421052631,pending_human_adjudication
12,llm_higher_education,country,categorical,1720,1155,0.6715116279069767,558,4,1158,0.6732558139534883,0.9928825622775801,pending_human_adjudication
12,llm_higher_education,discipline,categorical,1720,213,0.12383720930232558,1501,5,214,0.12441860465116279,0.9966799468791501,pending_human_adjudication
12,llm_higher_education,llm_tool,categorical,1720,326,0.18953488372093022,1381,13,326,0.18953488372093022,0.990674318507891,pending_human_adjudication
12,llm_higher_education,outcome_direction,categorical,1720,607,0.35290697674418603,1056,9,655,0.3808139534883721,0.9915492957746479,pending_human_adjudication
12,llm_higher_education,sample_size,potentially_synthesis_critical,1720,1119,0.6505813953488372,681,10,1029,0.5982558139534884,0.9855282199710564,pending_human_adjudication
12,llm_higher_education,study_design,categorical,1720,607,0.35290697674418603,1101,4,615,0.35755813953488375,0.9963800904977376,pending_human_adjudication
12,llm_higher_education,use_case,categorical,1720,20,0.011627906976744186,1695,4,21,0.012209302325581395,0.9976456739258387,pending_human_adjudication
13,marine_protected_areas,ci_lower,potentially_synthesis_critical,340,333,0.9794117647058823,7,0,333,0.9794117647058823,1.0,pending_human_adjudication
13,marine_protected_areas,ci_upper,potentially_synthesis_critical,340,333,0.9794117647058823,7,0,333,0.9794117647058823,1.0,pending_human_adjudication
13,marine_protected_areas,country,categorical,340,51,0.15,279,9,52,0.15294117647058825,0.96875,pending_human_adjudication
13,marine_protected_areas,effect_size,potentially_synthesis_critical,340,299,0.8794117647058823,40,1,299,0.8794117647058823,0.975609756097561,pending_human_adjudication
13,marine_protected_areas,mpa_type,categorical,340,66,0.19411764705882353,267,6,67,0.19705882352941176,0.978021978021978,pending_human_adjudication
13,marine_protected_areas,sample_size,potentially_synthesis_critical,340,229,0.6735294117647059,110,1,229,0.6735294117647059,0.990990990990991,pending_human_adjudication
13,marine_protected_areas,species_group,categorical,340,24,0.07058823529411765,314,2,24,0.07058823529411765,0.9936708860759493,pending_human_adjudication
13,marine_protected_areas,study_design,categorical,340,60,0.17647058823529413,279,1,60,0.17647058823529413,0.9964285714285714,pending_human_adjudication
13,marine_protected_areas,years_protected,other_numeric,340,230,0.6764705882352942,99,9,232,0.6823529411764706,0.9166666666666666,pending_human_adjudication
14,reforestation_carbon,age_years,other_numeric,1086,736,0.6777163904235728,328,20,738,0.6795580110497238,0.9425287356321839,pending_human_adjudication
14,reforestation_carbon,carbon_stock_tC_ha,potentially_synthesis_critical,1086,755,0.6952117863720073,324,7,755,0.6952117863720073,0.9788519637462235,pending_human_adjudication
14,reforestation_carbon,country,categorical,1086,151,0.13904235727440148,927,5,154,0.141804788213628,0.9946351931330472,pending_human_adjudication
14,reforestation_carbon,effect_size,potentially_synthesis_critical,1086,928,0.85451197053407,157,1,928,0.85451197053407,0.9936708860759493,pending_human_adjudication
14,reforestation_carbon,forest_type,categorical,1086,214,0.19705340699815838,859,17,210,0.19337016574585636,0.980593607305936,pending_human_adjudication
14,reforestation_carbon,sample_size,potentially_synthesis_critical,1086,702,0.6464088397790055,384,2,700,0.6445672191528545,0.9948186528497409,pending_human_adjudication
14,reforestation_carbon,study_design,categorical,1086,401,0.3692449355432781,654,0,432,0.39779005524861877,1.0,pending_human_adjudication
15,indoor_air_pollution_health,ci_lower,potentially_synthesis_critical,1350,848,0.6281481481481481,492,9,849,0.6288888888888889,0.9820359281437125,pending_human_adjudication
15,indoor_air_pollution_health,ci_upper,potentially_synthesis_critical,1350,848,0.6281481481481481,492,9,849,0.6288888888888889,0.9820359281437125,pending_human_adjudication
15,indoor_air_pollution_health,country,categorical,1350,190,0.14074074074074075,1158,8,184,0.1362962962962963,0.9931389365351629,pending_human_adjudication
15,indoor_air_pollution_health,effect_size,potentially_synthesis_critical,1350,748,0.554074074074074,600,1,749,0.5548148148148148,0.9983361064891847,pending_human_adjudication
15,indoor_air_pollution_health,fuel_type,categorical,1350,332,0.24592592592592594,1003,14,333,0.24666666666666667,0.9862340216322517,pending_human_adjudication
15,indoor_air_pollution_health,outcome,categorical,1350,10,0.007407407407407408,1327,11,12,0.008888888888888889,0.9917787742899851,pending_human_adjudication
15,indoor_air_pollution_health,sample_size,potentially_synthesis_critical,1350,497,0.36814814814814817,846,7,497,0.36814814814814817,0.9917936694021102,pending_human_adjudication
15,indoor_air_pollution_health,study_design,categorical,1350,194,0.1437037037037037,1075,8,267,0.19777777777777777,0.9926131117266851,pending_human_adjudication
16,microplastics_freshwater,concentration_items_L,potentially_synthesis_critical,200,87,0.435,85,26,89,0.445,0.7657657657657657,pending_human_adjudication
16,microplastics_freshwater,country,categorical,200,51,0.255,147,0,53,0.265,1.0,pending_human_adjudication
16,microplastics_freshwater,polymer_type,categorical,200,32,0.16,168,0,32,0.16,1.0,pending_human_adjudication
16,microplastics_freshwater,sample_size,potentially_synthesis_critical,200,99,0.495,93,7,100,0.5,0.93,pending_human_adjudication
16,microplastics_freshwater,study_design,categorical,200,8,0.04,192,0,8,0.04,1.0,pending_human_adjudication
16,microplastics_freshwater,water_body_type,categorical,200,3,0.015,197,0,3,0.015,1.0,pending_human_adjudication
17,llm_reasoning_benchmarks,accuracy_percent,potentially_synthesis_critical,200,141,0.705,52,7,141,0.705,0.8813559322033898,pending_human_adjudication
17,llm_reasoning_benchmarks,benchmark,categorical,200,3,0.015,197,0,3,0.015,1.0,pending_human_adjudication
17,llm_reasoning_benchmarks,model_name,categorical,200,56,0.28,139,5,56,0.28,0.9652777777777778,pending_human_adjudication
17,llm_reasoning_benchmarks,parameter_count_B,other_numeric,200,191,0.955,7,2,191,0.955,0.7777777777777778,pending_human_adjudication
17,llm_reasoning_benchmarks,study_design,categorical,200,51,0.255,149,0,51,0.255,1.0,pending_human_adjudication
17,llm_reasoning_benchmarks,task_type,categorical,200,3,0.015,197,0,3,0.015,1.0,pending_human_adjudication
17,llm_reasoning_benchmarks,year,other_numeric,200,191,0.955,8,1,191,0.955,0.8888888888888888,pending_human_adjudication
18,federated_learning_privacy,accuracy_percent,potentially_synthesis_critical,200,156,0.78,40,4,156,0.78,0.9090909090909091,pending_human_adjudication
18,federated_learning_privacy,aggregation_algorithm,categorical,200,94,0.47,104,1,95,0.475,0.9904761904761905,pending_human_adjudication
18,federated_learning_privacy,dataset,categorical,200,70,0.35,127,1,72,0.36,0.9921875,pending_human_adjudication
18,federated_learning_privacy,n_clients,other_numeric,200,186,0.93,13,0,187,0.935,1.0,pending_human_adjudication
18,federated_learning_privacy,privacy_budget_epsilon,other_numeric,200,192,0.96,8,0,192,0.96,1.0,pending_human_adjudication
18,federated_learning_privacy,privacy_mechanism,categorical,200,21,0.105,179,0,21,0.105,1.0,pending_human_adjudication
18,federated_learning_privacy,study_design,categorical,200,28,0.14,169,1,30,0.15,0.9941176470588236,pending_human_adjudication
19,ai_ethics_autonomous_systems,application_domain,categorical,200,2,0.01,197,1,2,0.01,0.9949494949494949,pending_human_adjudication
19,ai_ethics_autonomous_systems,ethical_framework,categorical,200,14,0.07,186,0,14,0.07,1.0,pending_human_adjudication
19,ai_ethics_autonomous_systems,key_principle,categorical,200,5,0.025,193,1,6,0.03,0.9948453608247423,pending_human_adjudication
19,ai_ethics_autonomous_systems,methodology,categorical,200,53,0.265,143,3,54,0.27,0.9794520547945206,pending_human_adjudication
19,ai_ethics_autonomous_systems,sample_size,potentially_synthesis_critical,200,180,0.9,20,0,180,0.9,1.0,pending_human_adjudication
19,ai_ethics_autonomous_systems,study_design,categorical,200,109,0.545,91,0,109,0.545,1.0,pending_human_adjudication
20,deep_learning_predictive_maintenance,accuracy_percent,potentially_synthesis_critical,200,135,0.675,62,3,135,0.675,0.9538461538461539,pending_human_adjudication
20,deep_learning_predictive_maintenance,dataset_size,other_numeric,200,170,0.85,25,2,173,0.865,0.9259259259259259,pending_human_adjudication
20,deep_learning_predictive_maintenance,dl_architecture,categorical,200,2,0.01,198,0,2,0.01,1.0,pending_human_adjudication
20,deep_learning_predictive_maintenance,f1_score,potentially_synthesis_critical,200,196,0.98,3,1,196,0.98,0.75,pending_human_adjudication
20,deep_learning_predictive_maintenance,fault_type,categorical,200,28,0.14,170,0,30,0.15,1.0,pending_human_adjudication
20,deep_learning_predictive_maintenance,industry_sector,categorical,200,2,0.01,196,1,3,0.015,0.9949238578680203,pending_human_adjudication
20,deep_learning_predictive_maintenance,study_design,categorical,200,59,0.295,140,0,60,0.3,1.0,pending_human_adjudication
