task,sample_id,case_id,field_name,repeat_index,requested_model_id,returned_model_id,call_status,attempts,started_utc,ended_utc,latency_ms,request_id,system_fingerprint,prompt_sha256,schema_sha256,output_value,output_reason,input_tokens,output_tokens,error_type,error_message_redacted
extraction,EXT-01-4f22f8bf0a39,1,sample_size,3,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:11:33.495931+00:00,2026-09-19T17:11:37.135267+00:00,3639,chatcmpl-llm-router-openai,,4bb8a9578c094c8bb882e724416b3de781de0439f27b7ff8551a0de5b819c442,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,459113.0,"Abstract reports data from 459,113 admitted patients (primary sample). The abstract also reports 111,342 nurses and 403 hospitals, but the patient count is the main sample size.",250,324,,
extraction,EXT-01-6c4628b565fa,1,outcome,1,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:09:29.420295+00:00,2026-09-19T17:09:33.881428+00:00,4461,chatcmpl-llm-router-openai,,6e4bde7256c31dd23966c3058c63fe4806191f00de6644bf6937678fbeb41b63,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,"""Patient (in-hospital) mortality; emotional exhaustion; job dissatisfaction; nurse turnover""","Title lists patient mortality, emotional exhaustion, and job dissatisfaction. Abstract specifies analysis of in-hospital mortality and differences in nurse turnover.",249,326,,
extraction,EXT-01-6c4628b565fa,1,outcome,2,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:09:29.452505+00:00,2026-09-19T17:09:34.767950+00:00,5315,chatcmpl-llm-router-openai,,6e4bde7256c31dd23966c3058c63fe4806191f00de6644bf6937678fbeb41b63,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,"""In-hospital (patient) mortality; emotional exhaustion; job dissatisfaction; nurse turnover""","Title lists patient mortality, emotional exhaustion, and job dissatisfaction; abstract specifically reports analyses of in-hospital mortality and nurse turnover.",249,325,,
extraction,EXT-01-6c4628b565fa,1,outcome,3,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:09:29.542154+00:00,2026-09-19T17:09:34.388395+00:00,4846,chatcmpl-llm-router-openai,,6e4bde7256c31dd23966c3058c63fe4806191f00de6644bf6937678fbeb41b63,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,"""in-hospital (patient) mortality; emotional exhaustion; job dissatisfaction; nurse turnover""","Title lists patient mortality, emotional exhaustion, and job dissatisfaction; abstract specifies in-hospital mortality and nurse turnover.",249,258,,
extraction,EXT-01-74ff18794044,1,country,1,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:12:56.687677+00:00,2026-09-19T17:13:00.629036+00:00,3941,chatcmpl-llm-router-openai,,56e6e750cf3d0eab5e0387daa1dfa5701ce2e96eceabd99e4b5b10af30f7c474,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,"""Switzerland; Canada (British Columbia)""","Title references Switzerland; abstract reports data from British Columbia, Canada.",223,369,,
extraction,EXT-01-74ff18794044,1,country,2,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:12:57.055203+00:00,2026-09-19T17:13:00.108712+00:00,3053,chatcmpl-llm-router-openai,,56e6e750cf3d0eab5e0387daa1dfa5701ce2e96eceabd99e4b5b10af30f7c474,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,"""Canada""",Abstract states data were from nurses working in British Columbia (Canada).,223,234,,
extraction,EXT-01-74ff18794044,1,country,3,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:12:57.158463+00:00,2026-09-19T17:13:01.082299+00:00,3923,chatcmpl-llm-router-openai,,56e6e750cf3d0eab5e0387daa1dfa5701ce2e96eceabd99e4b5b10af30f7c474,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,"""Canada""","Abstract reports data from 609 nurses in British Columbia, which is in Canada; this identifies the study country.",223,307,,
extraction,EXT-01-7896be00e53d,1,ci_lower,1,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:10:00.754249+00:00,2026-09-19T17:10:02.992896+00:00,2238,chatcmpl-llm-router-openai,,b1d9b13c58adb63aeb3631cc7cc122c0177c540d1593b16d7d070c1e6964e44c,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,null,No numeric results or confidence intervals are reported in the provided title and abstract.,187,170,,
extraction,EXT-01-7896be00e53d,1,ci_lower,2,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:10:01.398919+00:00,2026-09-19T17:10:03.548675+00:00,2149,chatcmpl-llm-router-openai,,b1d9b13c58adb63aeb3631cc7cc122c0177c540d1593b16d7d070c1e6964e44c,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,null,No confidence interval values (lower bound) are reported in the provided title and abstract.,187,108,,
extraction,EXT-01-7896be00e53d,1,ci_lower,3,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:10:01.429193+00:00,2026-09-19T17:10:03.901120+00:00,2471,chatcmpl-llm-router-openai,,b1d9b13c58adb63aeb3631cc7cc122c0177c540d1593b16d7d070c1e6964e44c,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,null,No confidence interval or numeric CI lower bound is reported in the provided title or abstract.,187,172,,
extraction,EXT-01-8169af27df40,1,study_design,1,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:11:51.809836+00:00,2026-09-19T17:11:56.177635+00:00,4367,chatcmpl-llm-router-openai,,9db5f310327967c6d6d97dac36dca74d562c43e0ae1b5e9c414ea3d332d6cb8d,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,null,"The abstract and title report associations and outcomes but do not state a specific study design (e.g., RCT, cohort, case-control, cross-sectional, systematic review), so design cannot be determined from the provided text.",246,199,,
extraction,EXT-01-8169af27df40,1,study_design,2,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:11:52.670117+00:00,2026-09-19T17:11:55.133514+00:00,2463,chatcmpl-llm-router-openai,,9db5f310327967c6d6d97dac36dca74d562c43e0ae1b5e9c414ea3d332d6cb8d,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,null,"The abstract does not specify the study design (e.g., randomized trial, cohort, case-control, cross-sectional, systematic review, or meta-analysis). It only reports associations and outcome percentages without stating the methodological design, so the study design cannot be determined from the provided text.",246,210,,
extraction,EXT-01-8169af27df40,1,study_design,3,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:11:52.811862+00:00,2026-09-19T17:11:56.927466+00:00,4115,chatcmpl-llm-router-openai,,9db5f310327967c6d6d97dac36dca74d562c43e0ae1b5e9c414ea3d332d6cb8d,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,null,"No study design is specified in the title or abstract. The text reports associations and aggregated effects but does not state whether the study was a randomized trial, cohort, case-control, cross-sectional, or a review/meta-analysis.",246,263,,
extraction,EXT-01-83b7f91fb02b,1,comparison,1,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:11:20.943390+00:00,2026-09-19T17:11:28.079296+00:00,7135,chatcmpl-llm-router-openai,,5ab1b0a5a43ff4050d4c4d2ab0b20788c45d83dd9bce985512daa63ca25e98ab,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,"""Overstaffing versus understaffing (different nurse-to-patient ratios)""",The title explicitly contrasts overstaffing and understaffing; the abstract evaluates nurse-to-patient ratio (NPR).,186,387,,
extraction,EXT-01-83b7f91fb02b,1,comparison,2,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:11:21.035278+00:00,2026-09-19T17:11:27.185341+00:00,6150,chatcmpl-llm-router-openai,,5ab1b0a5a43ff4050d4c4d2ab0b20788c45d83dd9bce985512daa63ca25e98ab,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,"""Overstaffing versus understaffing (different nurse-to-patient ratios)""","Title states 'Overstaffing and Understaffing Are Associated With Adverse Events'; abstract refers to association between nurse-to-patient ratio and adverse events, implying comparison of staffing levels.",186,272,,
extraction,EXT-01-83b7f91fb02b,1,comparison,3,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:11:21.228271+00:00,2026-09-19T17:11:26.242907+00:00,5014,chatcmpl-llm-router-openai,,5ab1b0a5a43ff4050d4c4d2ab0b20788c45d83dd9bce985512daa63ca25e98ab,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,"""Overstaffing versus Understaffing (different nurse-to-patient ratios)""","Title states 'Overstaffing and Understaffing' and abstract describes evaluating nurse-to-patient ratio (NPR) associations with adverse events, indicating comparison between staffing levels.",186,270,,
extraction,EXT-01-930e194a7cab,1,study_design,1,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:12:33.365539+00:00,2026-09-19T17:12:35.524794+00:00,2159,chatcmpl-llm-router-openai,,94f379b58cc9018df5f2da9575bce778a6d4486a2f8f3c0bcdcddb1129c4bf18,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,"""Population-based, cross-sectional, multicenter study""","Explicitly stated in abstract: 'Design: This is a population-based, cross-sectional, multicenter study.'",581,123,,
extraction,EXT-01-930e194a7cab,1,study_design,2,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:12:33.484312+00:00,2026-09-19T17:12:36.131728+00:00,2647,chatcmpl-llm-router-openai,,94f379b58cc9018df5f2da9575bce778a6d4486a2f8f3c0bcdcddb1129c4bf18,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,"""Population-based, cross-sectional, multicenter study""","Abstract states: 'Design: This is a population-based, cross-sectional, multicenter study, including patient and staffing data from eight public hospitals...'.",581,195,,
extraction,EXT-01-930e194a7cab,1,study_design,3,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:12:34.429021+00:00,2026-09-19T17:12:37.240645+00:00,2811,chatcmpl-llm-router-openai,,94f379b58cc9018df5f2da9575bce778a6d4486a2f8f3c0bcdcddb1129c4bf18,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,"""Population-based cross-sectional multicenter study""","Abstract states: 'Design: This is a population-based, cross-sectional, multicenter study.'",581,182,,
extraction,EXT-01-be33396abce8,1,study_design,1,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:12:20.279979+00:00,2026-09-19T17:12:25.937177+00:00,5657,chatcmpl-llm-router-openai,,1f00c982c80c5849905d32d6d97cc22dcd29367ef34debb8c5c91fb6ec755735,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,"""Cross-sectional observational study (survey)""",Abstract reports prevalence/proportions from nurse reports and associations between staffing and outcomes consistent with a cross-sectional survey/observational analysis; no randomized or longitudinal design stated.,326,516,,
extraction,EXT-01-be33396abce8,1,study_design,2,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:12:20.644222+00:00,2026-09-19T17:12:24.349969+00:00,3705,chatcmpl-llm-router-openai,,1f00c982c80c5849905d32d6d97cc22dcd29367ef34debb8c5c91fb6ec755735,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,"""Cross-sectional observational study""","Abstract reports prevalence (%) from nurse reports and associations across hospitals (surveyed nurses and hospital outcome measures), consistent with a cross-sectional observational design rather than an experimental or longitudinal study.",326,323,,
extraction,EXT-01-be33396abce8,1,study_design,3,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:12:20.665618+00:00,2026-09-19T17:12:24.318602+00:00,3652,chatcmpl-llm-router-openai,,1f00c982c80c5849905d32d6d97cc22dcd29367ef34debb8c5c91fb6ec755735,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,"""Cross-sectional study""","Abstract reports prevalence estimates and associations measured across hospitals at a single time point (no follow-up), consistent with a cross-sectional observational design.",326,314,,
extraction,EXT-01-c90084204630,1,intervention,1,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:12:52.584386+00:00,2026-09-19T17:12:57.689735+00:00,5105,chatcmpl-llm-router-openai,,e5576b8cf51930f9f73f05283e02b9978c2aef0c589814018349fa13b91db855,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,"""Nurse staffing (bed-to-nurse ratio: <2.5 vs ≥4.5) and nurse turnover rate (<12% vs ≥12%)""","Abstract reports comparisons of patient outcomes by bed-to-nurse ratio categories and nurse turnover rate categories, indicating the intervention/exposure is nurse staffing and nurse turnover.",360,410,,
extraction,EXT-01-c90084204630,1,intervention,2,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:12:52.871850+00:00,2026-09-19T17:12:56.435990+00:00,3564,chatcmpl-llm-router-openai,,e5576b8cf51930f9f73f05283e02b9978c2aef0c589814018349fa13b91db855,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,"""Nurse staffing (bed-to-nurse ratio: <2.5 vs ≥4.5) and nurse turnover rate (<12% vs ≥12%)""",Abstract reports comparisons of patient outcomes by bed-to-nurse ratio and nurse turnover rate.,360,268,,
extraction,EXT-01-c90084204630,1,intervention,3,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:12:52.980200+00:00,2026-09-19T17:12:56.464537+00:00,3484,chatcmpl-llm-router-openai,,e5576b8cf51930f9f73f05283e02b9978c2aef0c589814018349fa13b91db855,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,"""Nurse staffing (bed-to-nurse ratio categories: <2.5 vs ≥4.5) and nurse turnover rate (≥12% vs <12%)""","Abstract compares outcomes across hospitals with different bed-to-nurse ratio categories and different nurse turnover rate categories, indicating these staffing factors are the interventions/exposures.",360,220,,
extraction,EXT-01-dea01b31ef80,1,ci_lower,1,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:08:57.088170+00:00,2026-09-19T17:08:59.784676+00:00,2696,chatcmpl-llm-router-openai,,8a3ef5a547d24045c68809e562419a9c4e69a12e5d4d5f75a1f1ffa411111d6d,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,null,No confidence interval or numeric lower bound is reported in the provided title or abstract.,209,171,,
extraction,EXT-01-dea01b31ef80,1,ci_lower,2,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:08:57.105562+00:00,2026-09-19T17:08:58.908288+00:00,1802,chatcmpl-llm-router-openai,,8a3ef5a547d24045c68809e562419a9c4e69a12e5d4d5f75a1f1ffa411111d6d,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,null,No confidence interval or numeric estimate with CI lower bound is reported in the supplied title or abstract.,209,110,,
extraction,EXT-01-dea01b31ef80,1,ci_lower,3,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:08:57.229476+00:00,2026-09-19T17:08:59.543224+00:00,2313,chatcmpl-llm-router-openai,,8a3ef5a547d24045c68809e562419a9c4e69a12e5d4d5f75a1f1ffa411111d6d,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,null,No confidence interval or its lower bound is reported in the title or abstract.,209,170,,
extraction,EXT-01-e3532b460812,1,ci_upper,1,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:08:36.667023+00:00,2026-09-19T17:08:38.866986+00:00,2199,chatcmpl-llm-router-openai,,2b2fa7f13ea5892b7bab8a36eeb9633d095544b49f5f77b4c017bc51021c3dd5,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,null,No confidence interval (CI) values reported in the provided title or abstract.,165,170,,
extraction,EXT-01-e3532b460812,1,ci_upper,2,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:08:36.836876+00:00,2026-09-19T17:08:38.633623+00:00,1796,chatcmpl-llm-router-openai,,2b2fa7f13ea5892b7bab8a36eeb9633d095544b49f5f77b4c017bc51021c3dd5,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,null,No confidence interval values (upper bound) are reported in the title or abstract.,165,107,,
extraction,EXT-01-e3532b460812,1,ci_upper,3,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:08:37.030810+00:00,2026-09-19T17:08:38.718930+00:00,1688,chatcmpl-llm-router-openai,,2b2fa7f13ea5892b7bab8a36eeb9633d095544b49f5f77b4c017bc51021c3dd5,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,null,No confidence interval or numeric results are reported in the provided title and abstract.,165,106,,
extraction,EXT-01-e8ff500847c7,1,sample_size,1,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:06:54.576305+00:00,2026-09-19T17:06:56.691237+00:00,2114,chatcmpl-llm-router-openai,,7226f9d59dbbba9c6649015e4792201a13783e6a19cf0644a89598d2e6214a19,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,null,No total sample size (number of participants or hospitals) is reported in the title or abstract; only percentages and summary statistics are provided.,326,118,,
extraction,EXT-01-e8ff500847c7,1,sample_size,2,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:06:54.590053+00:00,2026-09-19T17:06:59.089126+00:00,4499,chatcmpl-llm-router-openai,,7226f9d59dbbba9c6649015e4792201a13783e6a19cf0644a89598d2e6214a19,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,null,No sample size (n) is reported in the title or abstract; only percentages and rates are provided.,326,240,,
extraction,EXT-01-e8ff500847c7,1,sample_size,3,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:06:54.738072+00:00,2026-09-19T17:06:57.658472+00:00,2920,chatcmpl-llm-router-openai,,7226f9d59dbbba9c6649015e4792201a13783e6a19cf0644a89598d2e6214a19,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,null,No sample size (n) is reported in the title or abstract; only percentages and outcome metrics are provided.,326,177,,
extraction,EXT-01-ed5aa669382f,1,country,1,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:13:38.821029+00:00,2026-09-19T17:13:40.758381+00:00,1937,chatcmpl-llm-router-openai,,83652f9f3b8406c6d6619a00690692b4ad88afd9b59d336c37536f386fc07206,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,"""Canada""","Abstract references British Columbia, which is a province of Canada.",208,105,,
extraction,EXT-01-ed5aa669382f,1,country,2,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:13:38.834281+00:00,2026-09-19T17:13:40.515542+00:00,1681,chatcmpl-llm-router-openai,,83652f9f3b8406c6d6619a00690692b4ad88afd9b59d336c37536f386fc07206,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,"""Canada""","Abstract mentions British Columbia, which is a province of Canada.",208,105,,
extraction,EXT-01-ed5aa669382f,1,country,3,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:13:39.452590+00:00,2026-09-19T17:13:41.295624+00:00,1843,chatcmpl-llm-router-openai,,83652f9f3b8406c6d6619a00690692b4ad88afd9b59d336c37536f386fc07206,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,"""Canada""","Abstract references British Columbia, which is a province of Canada, indicating the study context/country.",208,112,,
extraction,EXT-01-f3a986476ff8,1,sample_size,1,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:06:37.114933+00:00,2026-09-19T17:06:41.378051+00:00,4263,chatcmpl-llm-router-openai,,b49323ef7fe9fc9348312944bfe509f86a4306ee161e3728493b31f87a276f55,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,183085.0,"Abstract states: 'Participants: A total of 183,085 adult in-patients admitted to hospital wards and step-down units during 2016 and 2017.'",581,257,,
extraction,EXT-01-f3a986476ff8,1,sample_size,2,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:06:39.157602+00:00,2026-09-19T17:06:42.420169+00:00,3262,chatcmpl-llm-router-openai,,b49323ef7fe9fc9348312944bfe509f86a4306ee161e3728493b31f87a276f55,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,183085.0,"Abstract states: 'A total of 183,085 adult in-patients admitted to hospital wards and step-down units during 2016 and 2017.'",581,191,,
extraction,EXT-01-f3a986476ff8,1,sample_size,3,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:06:39.699513+00:00,2026-09-19T17:06:44.188138+00:00,4488,chatcmpl-llm-router-openai,,b49323ef7fe9fc9348312944bfe509f86a4306ee161e3728493b31f87a276f55,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,183085.0,"Abstract states: 'A total of 183,085 adult in-patients admitted to hospital wards and step-down units during 2016 and 2017.'",581,255,,
extraction,EXT-02-15ec72e1a207,2,effect_size,1,gpt-5-mini,gpt-5-mini,ok,1,2026-09-19T17:05:24+00:00,2026-09-19T17:05:24+00:00,,chatcmpl-llm-router-openai,,274dd83bbe80ba1fa935fbdc5e4b30a0ca10ac06ae136447206cc4bff0302f02,ee1936563d15055318e22ddd9dd8fc35448fc422f31b3c88106961cb56bed03a,"""0.42-1.65""",Abstract reports effect sizes for improvements as ds = 0.42-1.65; this is the numeric effect size range provided.,638,318,,
