ID,DOI,Title,Year,Authors,Venue,Abstract,Citations,Concepts
zot_011,10.1007/s11192-022-04367-w,Bibliometric analysis of AI in systematic reviews: 2010–2022,2022,"Nakagawa, S.; Lagisz, M.; O'Brien, A.M.",Scientometrics,"Bibliometric analysis of 1,247 publications on AI in systematic reviews reveals exponential growth since 2018, with active learning and NLP as dominant themes.",58,bibliometrics; AI; systematic review; active learning; NLP
zot_012,10.1371/journal.pcbi.1009918,Ten simple rules for using AI in systematic reviews,2022,"Syriani, E.; David, I.; Kumar, G.",PLOS Computational Biology,"We present ten practical guidelines for researchers integrating AI tools into systematic review workflows, emphasising transparency, validation, and human oversight.",201,guidelines; AI; systematic review; transparency; validation
zot_013,10.1002/jrsm.1591,Zero-shot classification for systematic review screening using GPT-4,2023,"Alshami, A.; Elsayed, M.; Ali, E.",Research Synthesis Methods,"We evaluate GPT-4 zero-shot classification for abstract screening across five systematic reviews, achieving recall above 0.96 without any training data.",77,GPT-4; zero-shot; screening; systematic review; recall
zot_014,10.1186/s13643-023-02178-5,PRISMA 2020 and AI-assisted reviews: a methodological note,2023,"Rethlefsen, M.L.; Kirtley, S.; Waffenschmidt, S.",Systematic Reviews,We discuss how the PRISMA 2020 statement applies to AI-assisted systematic reviews and propose extensions to the flow diagram for AI-mediated screening steps.,93,PRISMA 2020; AI; systematic review; reporting; flow diagram
zot_015,10.1016/j.ipm.2022.103051,Open-source tools for AI-assisted literature screening: a comparative evaluation,2022,"Tsou, A.Y.; Treadwell, J.R.; Erinoff, E.",Information Processing & Management,"We compare Rayyan, ASReview, Covidence, and DistillerSR on five systematic reviews, evaluating recall, precision, and usability for researchers without programming experience.",112,Rayyan; ASReview; Covidence; screening; usability
zot_016,10.1093/bioinformatics/btac490,Automated PICO extraction using transformer models,2022,"Nye, B.; Li, J.J.; Patel, R.",Bioinformatics,"We fine-tune BERT and RoBERTa for PICO extraction from clinical trial abstracts, achieving F1 scores above 0.85 on all four PICO elements.",145,PICO; BERT; transformer; extraction; clinical trials
zot_017,10.1186/s13643-020-01521-4,Reducing workload in systematic review updates using active learning,2020,"Cleo, G.; Scott, A.M.; Islam, F.",Systematic Reviews,Active learning reduces the screening workload for systematic review updates by 60–80% while maintaining recall above 0.95 in simulation studies.,67,active learning; systematic review update; screening; recall; workload
zot_018,10.1002/jrsm.1612,Hallucination in LLM-assisted systematic reviews: risks and mitigations,2023,"Sallam, M.",Research Synthesis Methods,We document hallucination rates in LLM-assisted data extraction and propose validation strategies including side-by-side auditing and structured output prompting.,88,hallucination; LLM; systematic review; validation; auditing
zot_019,10.1136/bmjopen-2022-063501,Ethical considerations in AI-assisted evidence synthesis,2023,"Booth, A.; Clarke, M.; Ghersi, D.",BMJ Open,"We identify five ethical domains relevant to AI-assisted evidence synthesis: algorithmic bias, transparency, accountability, data privacy, and the role of human judgment.",54,ethics; AI; evidence synthesis; bias; transparency
zot_020,10.1371/journal.pmed.1004016,Living systematic reviews and AI: a framework for continuous evidence synthesis,2023,"Elliott, J.H.; Synnot, A.; Turner, T.",PLOS Medicine,"We propose a framework for living systematic reviews that integrates AI-assisted screening and extraction with human oversight, enabling continuous evidence updates.",176,living systematic review; AI; continuous synthesis; human oversight; framework
