sample_id,case_id,record_id,source_row_number,historical_llm_decision,stratum_population,stratum_sample,selection_probability,master_seed
SCR-02-112db85bb4cd,2,6e7eef22adbf4af7cc717845,701,INCLUDE,72,30,0.4166666666666667,20260919
SCR-02-6659d882c71d,2,d3f3f28f3ecfdd75db1bfaad,1022,INCLUDE,72,30,0.4166666666666667,20260919
SCR-02-c044816a9b3d,2,312a5e2724457e4052694ac1,142,INCLUDE,72,30,0.4166666666666667,20260919
SCR-02-6928c46571bd,2,ec21931becdbef7354a8e990,667,INCLUDE,72,30,0.4166666666666667,20260919
SCR-02-bbec46c8cfa0,2,3d714a4127ef9cbdc593315e,11,INCLUDE,72,30,0.4166666666666667,20260919
SCR-02-14098835dafd,2,4149cb420245816baf9ed47e,283,INCLUDE,72,30,0.4166666666666667,20260919
SCR-02-a7d783bb0cd6,2,188b5eb75e0b14c0765e636e,290,INCLUDE,72,30,0.4166666666666667,20260919
SCR-02-ea181c4c9897,2,dc357e4b14397174885b0a27,119,INCLUDE,72,30,0.4166666666666667,20260919
SCR-02-aa1c738330f6,2,7ea09ae67c3f42b9ec176227,809,INCLUDE,72,30,0.4166666666666667,20260919
SCR-02-fe8f63a4ed90,2,b19eba9fed9fdee4d06347f9,739,INCLUDE,72,30,0.4166666666666667,20260919
SCR-02-9b1cc2c94ba4,2,1eef9531b0252e196905ccf7,940,INCLUDE,72,30,0.4166666666666667,20260919
SCR-02-ff3c4e05c790,2,f63355f4f36251bf2cb1eec7,767,INCLUDE,72,30,0.4166666666666667,20260919
SCR-02-9dba2a8674dd,2,81cc952d41946afadf881c40,73,INCLUDE,72,30,0.4166666666666667,20260919
SCR-02-01ffe3aa5ec0,2,6e3e3a8bb15c4b8ffed09b2a,100,INCLUDE,72,30,0.4166666666666667,20260919
SCR-02-cf32f771500a,2,c6fab6ce8f3c390d386a7bce,378,INCLUDE,72,30,0.4166666666666667,20260919
SCR-02-cac99b43cae8,2,86cba6f28880389989929d8d,652,INCLUDE,72,30,0.4166666666666667,20260919
SCR-02-6de0f15bd8b4,2,1405c6df9df99a36e7fbb238,1533,INCLUDE,72,30,0.4166666666666667,20260919
SCR-02-645f0d1d6977,2,3ed69b4fd55ad3743280df36,153,INCLUDE,72,30,0.4166666666666667,20260919
SCR-02-2ba61b8979d2,2,09dd0da619f3de2e73638e95,541,INCLUDE,72,30,0.4166666666666667,20260919
SCR-02-e7fe271f209d,2,092647b7d9fb61ab87c2f5f3,399,INCLUDE,72,30,0.4166666666666667,20260919
SCR-02-90eaaf7b75df,2,ceab8df05b7e7ba0afd88a1b,1114,INCLUDE,72,30,0.4166666666666667,20260919
SCR-02-a8c3873f7823,2,3c41ed83a6f1e1c31e48c0f4,710,INCLUDE,72,30,0.4166666666666667,20260919
SCR-02-3db5531ba5e6,2,e666ad0f676cc961ca080f86,550,INCLUDE,72,30,0.4166666666666667,20260919
SCR-02-ef7e098e536a,2,781c588d3ac55df1ebb7ecd7,215,INCLUDE,72,30,0.4166666666666667,20260919
SCR-02-60072386f321,2,c83d96317049ee773de5ecab,329,INCLUDE,72,30,0.4166666666666667,20260919
SCR-02-3b3b31cfcb9e,2,a1cd7e29173ff2747b05eae6,20,INCLUDE,72,30,0.4166666666666667,20260919
SCR-02-1c3bdf8e1bc9,2,af10dda65c4300a49871006c,2101,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-c75d3dfc1dcc,2,341d55f91b8ad81ce1c96dae,1832,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-208954538848,2,d2a173c2caedffea71eb9398,2297,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-0b354109af00,2,5744ba1b9b1bed08caad7865,2563,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-0261984f9c4e,2,51e0a080da025d78d597a58a,956,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-b03b3591d1ce,2,9f85dcbb6ef45682b8136029,2662,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-54ee581fc7ef,2,c743f1e98d9c0238baa1db12,2509,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-9a5b6f87f571,2,953afd80254de127240ac0bc,1615,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-272ed5adda0a,2,2dd91447813343822965f402,2212,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-386691f5110f,2,761e7bb869b575d129bae675,193,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-679fe15ea161,2,921253f6dfb6cd7007bca7b3,1623,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-b70a401ddc65,2,e9b503d868620640c404ef28,1133,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-3d7c85eda1a6,2,f7827f0645b268a8b8e439ae,2352,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-bb346aa56f79,2,222062e240d1913b9db9d520,1315,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-dcf1e72cfee8,2,43648edf62923e6324484c3e,1722,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-a38f5e8b5395,2,65107bd08ffc55c066eedbc0,1542,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-0ca370ff9902,2,4210b6d2befc5d43a18f36c2,1035,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-415cb0cfdb8e,2,1f8a29e5d036e470517cc5ff,482,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-6cd482286078,2,ff3d39bae443b28af232fe36,191,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-2c47a5a4e099,2,08b29733da1086f62fe13235,2496,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-c353c295424c,2,d0007c6acd2dc7f4a08e1e82,1108,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-210f122e110a,2,9bd34e72f4027ca0d5cc7617,1442,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-70582beb9e33,2,cc8ba600565de8019c193d1f,2727,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-3fb252feabd4,2,898364516905707d73300205,2724,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-76eafece7c50,2,4f952f67944edb90b1b17102,309,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-af6332d7f834,2,14e330b40d2bfedc700de1aa,696,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-d1b5954b4f7c,2,373b7daaef3e1eecc856dbae,251,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-5ee5d269c061,2,d504c1c920854d7c7366a82b,962,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-11a302743615,2,fd54641fec4b101bda1bf049,1460,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-02-1aaca901c442,2,caa8d8296dafbceb902776dd,2596,EXCLUDE,2731,30,0.010984987184181618,20260919
SCR-03-42ba55a3824e,3,afc02cfe351d66f03b7db1bc,32,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-f3de05c286c8,3,119f42fcff8d4f8cbe688f58,511,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-e031c55da6e0,3,ced99c82b4c42c7aa75272d4,3635,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-8188b93fa723,3,0fcc05491f01e5d798bb8e3d,1004,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-f521cbe08a15,3,77397e1dadb7f6b052aafe52,1633,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-75be5ef35f67,3,5668b955feac6dc50673199f,3307,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-79e043fc7f20,3,265ba60c5d5ea0a648b28df6,2570,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-d46c559f2dd0,3,14c20f2c3447c807b9f58629,73,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-7cd4c983b601,3,5a53a9013c7f3cde8d792260,792,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-965e6bdec4d3,3,19564c2572851d14379e24d9,3226,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-3213c1e83b40,3,1ae45cfb72feff9af08b4a6a,3531,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-56a40a397c48,3,132e2d3af59296414a2b6167,3011,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-c20a25ed68ad,3,2b2c7bad93d673b9538eb37e,2290,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-a19fe7bcfcca,3,1e68d71aecb8e73879066c2e,1366,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-19c417753a14,3,ca765654bd0cb0777a59b4ea,5768,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-015efe56ed09,3,9c2d31c6d7a00af2f58cbd7f,3202,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-22976adf1120,3,ae0de11adc3c530337a87d7a,63,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-940c5a33cc43,3,a89cc74b525c7b6d15acb1df,250,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-5612693aab5c,3,56f4f126528e6ca002596898,18,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-c34dcff708f1,3,5775b4fcc2a6c8fca292a23b,862,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-8764b48594f5,3,a2562fd9e97be877a8eca620,1351,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-d3ca21ab58fb,3,b1b68749eb83e068b0a53405,2303,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-a8f6b697204b,3,3346f151cfff5438f1615f1a,859,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-b653faee430a,3,88e4aa52dc0a568d36a18b01,1465,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-d93b8ed9f0c1,3,7b68d4f40b410cac69df27a2,1615,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-a040ae2563be,3,c938f161a7c5f5452446ead2,1179,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-28201a25306a,3,dcfdf5a1fb371c5dee188d18,3284,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-9cc3fe00d6a8,3,1f7d2b9075ca4511e52e4536,2014,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-6a85bbb147a5,3,8141dd6bf2b9cd32b66f7d8d,1768,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-0dea5f28a148,3,edf173cfa7457581a7a30a3f,114,INCLUDE,841,30,0.0356718192627824,20260919
SCR-03-7c61325b4ba7,3,a62183da6e5ca53684e19f2d,2140,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-02d75c80a939,3,a925d28a142edaf8c4ba0fe4,4292,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-eb9961526151,3,dd512694d6e7e77ac186d848,3694,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-89c20c559dbf,3,23b31e5ebe93690012f64428,4679,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-2684c57e1d98,3,035b44683e5867616e6a7705,3517,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-cee02bbcabc6,3,f2c8900f4384b0a3829a5e3c,1013,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-f45ffa6ac3a4,3,afcb6eab59dfbd32e88fbcad,1439,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-56dbbcad5e36,3,8ed833e065b1787bf481f625,4881,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-fe4efdd1cf3a,3,b26cbf029669790e6b66f9fd,86,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-6dba191c7192,3,20946fbf0ffa8d0bf645f51a,253,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-d2fd1aec775a,3,93b82d775d1b8ef4018973a0,4579,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-2d4ed9db7b8e,3,5435ee09e9fd9ad0568dbd65,2678,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-c36b2352eac9,3,9e4a96677383649076151f40,4570,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-fbf28c7dc210,3,52f55952c16d70b717d190f5,5255,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-c7bb1ccc2412,3,39137507f2763f79dbf05cc5,5649,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-628cd55596db,3,121721a781ee364c938bb5d0,2679,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-6bd98fd9ee79,3,5c86b05dc729e2a41679f0ac,547,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-a445bc8571ae,3,46f0a566b55f55313d0d8ed1,2761,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-92865b45db17,3,8b11f27dd78f1bf40234aaee,4564,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-796b9859e8e9,3,ce7d6a7c93e172776a1d7a12,4348,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-76b51b012cdf,3,6e95c45ba9417ded2d8514e7,2220,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-caa6943c4756,3,564bfbce9b4e6379e618f4f9,5386,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-eb05198c75f1,3,e5fc8afaa4865e5e89034131,3877,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-81084fbf806e,3,c7d07928d25011fcd5679541,4562,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-7795a826c666,3,556a53f66d7eac289ed741d5,3006,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-ac8968f081b5,3,c623d4a5b8e53055e617760a,5615,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-3ad8fb820c8f,3,e72b5cffd91beda19008a743,4288,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-a0d85fe5ef98,3,e85191ae200fe9044e3f42f6,4283,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-148d86f00e1a,3,fd3ad997264fd1977e3b9578,1787,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-03-ca58fef5127b,3,b788b8379e93f73c4beb4307,725,EXCLUDE,5104,30,0.005877742946708464,20260919
SCR-04-cb8ea0353995,4,8356fee1a582c13f6b22bdf3,1968,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-bbc4e11c2a96,4,f196cdabc424f649cb1d1383,131,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-367ef20cc64b,4,4785411633215c67e2d5abf3,1413,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-9076f689a64a,4,514ecc5550ed6ae2f7519ab3,2197,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-79bbbebcfa00,4,29086c27647969ee94637973,5016,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-44a5e90eb2c7,4,681aa29f0142a8296bfa8fc5,3926,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-794bba02592c,4,868f7d3a0f243ac956b26478,8509,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-2ea7a703709b,4,5bb0a4e6715c8c565244755b,2090,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-b6d241ed3ce9,4,27cefb835a4331f0fac7b718,9330,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-cc041c59af16,4,46aa6b816f4da5ead27c31eb,8690,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-cf4f99a49038,4,9f8adaaf447d465a75d9ccd4,9468,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-c2e181800071,4,e0fd3c1bc661a31adb8ec575,4292,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-9032bc6a6aee,4,fc629f784187d2509afd11fd,5788,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-f7f188961f91,4,7cbec35cb4ef7911c51e62c9,6518,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-b0aa2e0c8a8c,4,01660c98606f1d57cd564030,6067,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-85f5db7fca49,4,43c3bc290776e5a7a920b7d1,4944,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-83fe2676761c,4,fe06c95e7f69b204a6b6c6d0,2803,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-c859c2421e54,4,e9be89ed7da43821a724736a,4366,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-6f8578afacca,4,5e3c7fdeff27ac54a56d6435,915,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-8623bab4b0cd,4,e9ff2a938dc6d292486ce887,8018,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-1a5d53bb9a4d,4,1847cb384564fe291ec25170,3959,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-0baeb6a8103b,4,9db66cd89b62a9a912ccb7f3,6865,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-e8e272c14a51,4,4e9fbd8e783569a142a3bf2c,6035,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-58a8eb0d9f45,4,d5c513a5daf1cb4162db7619,316,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-9815fd82b09e,4,d58f0c02a60b8d09cd83c47f,8903,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-822589e38b58,4,aaa59f3e32bf70bac3a6ab2a,5539,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-1b6b1b10ce58,4,6b17162ad7f92f96b3db7962,7073,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-5ff24798f12c,4,7c6ea7c024022380a68f9678,1912,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-61e85220be81,4,f86dab19f06c03477692086f,4905,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-02f537df44c6,4,8d5e2702e263bbf37a260a82,3550,INCLUDE,2444,30,0.012274959083469721,20260919
SCR-04-1257241b37a7,4,d856f3e637c2824253870c54,6749,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-3210156de51f,4,c9af476e87c9723a8a546ad6,6165,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-c2b14142236d,4,52c1f98ded7e8f1e983734de,8569,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-5d29061f857c,4,46a378518e210fe95f43f537,9344,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-7256f992e26e,4,3d2ecc43e927c484205944ba,9211,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-c343f0e0dc76,4,3afd35650733ff165380070c,7203,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-d66167857c64,4,1fcd6877eaa01cf31d200860,3360,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-9fda771d6142,4,2501b9808eebaf52d78af29b,9546,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-d128827a4d33,4,0f2863482f2b36291a50031e,1932,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-863c922d7d8c,4,59f11e0534d296e242dcb9bf,63,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-ff230d2c8a99,4,7a7d3f593bd6258c2adc35f7,7158,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-a1b35a2fcf78,4,f00843dbe117eb9ee7022e4a,9148,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-3371abe16be5,4,b48cadd4cc49e9aeed799422,7569,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-7249db35143b,4,738fb5a1fdd95afbaf72f596,4218,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-f2ac328db2b3,4,e32f8df01dd5af50b8decf03,2809,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-941a1d0dc5f2,4,4908f8603fcdeb918de924ac,1416,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-2bc4ccee33ca,4,1ae4dbc46148b80f8d8120f4,4121,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-1542329d50d6,4,2b7cb52e17b28ced129d4543,85,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-128383c215f7,4,549d5d463ab314674a45ca52,4808,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-9ea17e4551cb,4,fa50993cd15a8e19f46eb473,8792,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-46f9c8efdb34,4,2d137400bb9dc2e31a594b73,6417,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-e69b11e62380,4,fb60f8ef78c9d7160bd4ca3b,7525,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-6be7a8ba0514,4,cc5a841986731e05b35baaa0,5353,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-acbc1e0fde0f,4,287208a59595a5bdb0cb3686,9509,EXCLUDE,7485,30,0.004008016032064128,20260919
SCR-04-a236be3f25de,4,ae7d0f9c2162d83c90f559c2,1715,EXCLUDE,7485,30,0.004008016032064128,20260919
