relative_path,stage,case_id,slug,size_bytes,sha256,modified_utc,row_count,column_count,parse_status,parse_error,blank_title_count,missing_abstract_count,missing_doi_count,invalid_year_count,case_id_mismatch_count,duplicate_doi_row_count,duplicate_title_row_count,include_count,exclude_count,invalid_decision_count,blank_decision_count,extraction_field_count,judge_field_count,extraction_null_cell_count,judge_correct_count,judge_incorrect_count,judge_unverifiable_count,judge_blank_count,judge_invalid_count,columns_json
legacy/raw/case_11_class_size_achievement.csv,raw,11,class_size_achievement,8380056,446b0244779bf71c65a10cd5798dba612affaa80b25268beeef68b1b170f4ba3,2026-06-14T17:56:20+00:00,4923,6,ok,,1,0,1221,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id""]"
legacy/raw/case_12_llm_higher_education.csv,raw,12,llm_higher_education,13731891,d96edf167f501eebc9faafeb9555f6c2b46d316e7ddc7bf3ffdf68cd4d845648,2026-06-14T17:28:02+00:00,8633,6,ok,,0,136,5269,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id""]"
legacy/raw/case_13_marine_protected_areas.csv,raw,13,marine_protected_areas,7717657,c43f797830a342f6d242f013db8047fc52dfbb1dea5e81f148b7181250df98d2,2026-06-14T17:28:35+00:00,3929,6,ok,,1,1,388,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id""]"
legacy/raw/case_14_reforestation_carbon.csv,raw,14,reforestation_carbon,7473511,85725bd8db8db2f1fa30b8464a89ae152e81e04f632d2c80186566ffe30b69cb,2026-06-14T17:29:04+00:00,3960,6,ok,,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id""]"
legacy/raw/case_15_indoor_air_pollution_health.csv,raw,15,indoor_air_pollution_health,11841780,c8addb49959ecbd164db3e12327788859ac5da2dfce5f26bcceca5b51fe39666,2026-06-14T17:57:11+00:00,5888,6,ok,,1,1,300,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id""]"
legacy/raw/case_16_microplastics_freshwater.csv,raw,16,microplastics_freshwater,11966462,8bacfed516761a624dfbdc9b7d8bcca6de7d388f7a66cbe2d1edafb0fe2fb4e8,2026-06-14T17:30:23+00:00,7061,6,ok,,0,206,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id""]"
legacy/raw/case_17_llm_reasoning_benchmarks.csv,raw,17,llm_reasoning_benchmarks,1454024,958c12a8d2753844e2bb83cff6926ca4e490df95c590d7dea396846f6b281ed9,2026-06-14T17:31:16+00:00,999,6,ok,,0,33,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id""]"
legacy/raw/case_18_federated_learning_privacy.csv,raw,18,federated_learning_privacy,7880025,2dd256332d87de33bd19fda904b3408d3cb13e05337d3f3dcd40b94c1a5b4c05,2026-06-14T17:31:56+00:00,4886,6,ok,,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id""]"
legacy/raw/case_19_ai_ethics_autonomous_systems.csv,raw,19,ai_ethics_autonomous_systems,710421,b86c25fe3a78e84b0c6a90825fd53efb156e95f78d8898b90257c6c6be6128f4,2026-06-14T17:57:32+00:00,375,6,ok,,0,50,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id""]"
legacy/raw/case_20_deep_learning_predictive_maintenance.csv,raw,20,deep_learning_predictive_maintenance,15645218,7dbef9a408cbdf619737b575ba8662e37d5f02689b3f80550a4203f3aa0ca10b,2026-06-14T17:58:51+00:00,9921,6,ok,,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id""]"
legacy/screened/case_01_nurse_staffing_mortality_screened.csv,screened,1,nurse_staffing_mortality,55391,9f075bd8c43d4d93d6f41a3752605b03cfaaf2dec2e1b6b8706df1ea8f8242e8,2026-06-14T18:14:17+00:00,90,7,ok,,0,0,0,0,0,0,0,22,68,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id"", ""llm_decision""]"
legacy/screened/case_02_mindfulness_anxiety_screened.csv,screened,2,mindfulness_anxiety,5666458,0e13b0d3cf9aa5d91c0f7a57a43ffa70180dd47ae87b3d2eaeef870f3b1dbeff,2026-06-14T18:58:52+00:00,2803,7,ok,,0,207,124,0,0,0,0,72,2731,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id"", ""llm_decision""]"
legacy/screened/case_03_glp1_cardiovascular_screened.csv,screened,3,glp1_cardiovascular,12805410,3b6742b29f9aaa463ea8a7ccc2e71a419223f28de07a0369a9bf7ba954559a8c,2026-06-14T20:20:06+00:00,5945,7,ok,,0,1,24,0,0,0,1,841,5104,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id"", ""llm_decision""]"
legacy/screened/case_04_ai_radiology_diagnosis_screened.csv,screened,4,ai_radiology_diagnosis,17599930,3c1185fcf0127e5407897b913afdb00cb59be1115beaa7b69bf2e1e50830232a,2026-06-14T22:35:57+00:00,9929,7,ok,,1,0,26,0,0,0,0,2444,7485,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id"", ""llm_decision""]"
legacy/screened/case_05_cash_transfers_education_screened.csv,screened,5,cash_transfers_education,8453457,738c6fd5791310297b41641ab4fba19837b465de736ca969b5a3e86522356b30,2026-06-14T23:42:39+00:00,4447,7,ok,,1,0,512,0,0,0,1,469,3978,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id"", ""llm_decision""]"
legacy/screened/case_06_social_media_mental_health_screened.csv,screened,6,social_media_mental_health,7633104,05dd38bf75f7953c5d3eadc6f532b87670a116c5bfbba247d069dcfa3e83bdd4,2026-06-15T00:38:32+00:00,3968,7,ok,,0,1,48,0,0,0,0,584,3384,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id"", ""llm_decision""]"
legacy/screened/case_07_restorative_justice_recidivism_screened.csv,screened,7,restorative_justice_recidivism,6696622,d5a96e1561159b58e95c87d023123653e5080f0643b0c3d02c149765257819dc,2026-06-15T01:36:00+00:00,4102,7,ok,,0,94,2520,11,0,0,10,77,4025,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id"", ""llm_decision""]"
legacy/screened/case_08_gender_pay_gap_screened.csv,screened,8,gender_pay_gap,10906867,d606d8c5bbcd18b5a7e3881eafee21abbffd050b43a79ea5f124d87f26f2f1db,2026-06-15T03:23:41+00:00,7708,7,ok,,1,0,1805,0,0,0,1,308,7400,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id"", ""llm_decision""]"
legacy/screened/case_09_intelligent_tutoring_scores_screened.csv,screened,9,intelligent_tutoring_scores,6741459,8dd34682daa2a48104735f284ee0973f59446e804b1091348ae047bdc06e8dda,2026-06-15T04:25:46+00:00,3962,7,ok,,1,0,188,0,0,0,0,580,3382,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id"", ""llm_decision""]"
legacy/screened/case_10_game_based_learning_motivation_screened.csv,screened,10,game_based_learning_motivation,1324454,18c73c2cef2ed45513700ef6dea6d2e55d519a25dd5186fc86101fa3cd604fca,2026-06-15T04:41:01+00:00,993,7,ok,,0,261,95,0,0,0,0,354,639,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id"", ""llm_decision""]"
legacy/screened/case_11_class_size_achievement_screened.csv,screened,11,class_size_achievement,8419453,5a81992ec0fbe48ae4eaa03a2e8403f40db3700d37f386d15c22285f2182a062,2026-06-15T05:46:57+00:00,4923,7,ok,,1,0,1221,0,0,0,1,253,4670,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id"", ""llm_decision""]"
legacy/screened/case_12_llm_higher_education_screened.csv,screened,12,llm_higher_education,13800964,5128e3acf06cefe95e974d57212a50955600b9ab2079040c0bb2941bffb28a1d,2026-06-15T07:59:12+00:00,8633,7,ok,,1,136,5269,0,0,0,16,1720,6913,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id"", ""llm_decision""]"
legacy/screened/case_13_marine_protected_areas_screened.csv,screened,13,marine_protected_areas,7749102,9999c459ea037e0377792e249d6038b9f75bd286f1851d2eb0f1315050c3548d,2026-06-15T09:07:32+00:00,3929,7,ok,,1,1,388,0,0,0,1,340,3589,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id"", ""llm_decision""]"
legacy/screened/case_14_reforestation_carbon_screened.csv,screened,14,reforestation_carbon,7505204,52d0ed17fbd0a3afcf66645934e9575a0d90961a5236cd1c73c61f6222c2b6cd,2026-06-15T10:14:23+00:00,3960,7,ok,,0,0,134,0,0,0,0,1086,2874,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id"", ""llm_decision""]"
legacy/screened/case_15_indoor_air_pollution_health_screened.csv,screened,15,indoor_air_pollution_health,11888897,41e7949819340f3dda5afb29e3c7e2f47b32a6f668efea2ded56d5156d490f45,2026-06-15T11:47:03+00:00,5888,7,ok,,1,1,300,0,0,0,2,1350,4538,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id"", ""llm_decision""]"
legacy/screened/case_16_microplastics_freshwater_screened.csv,screened,16,microplastics_freshwater,12037075,ebef741dc8727d64ab3eb7416d7b8e84677bc82f973d3558fcf4750b45c41465,2026-06-15T13:43:01+00:00,7061,7,ok,,0,206,180,0,0,0,0,1694,5367,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id"", ""llm_decision""]"
legacy/screened/case_17_llm_reasoning_benchmarks_screened.csv,screened,17,llm_reasoning_benchmarks,1462029,8f6eefef6cc426c630bc9c57696a54b77e2a0d0e668a215c10d62442570f9429,2026-06-15T14:03:34+00:00,999,7,ok,,0,33,50,0,0,0,0,394,605,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id"", ""llm_decision""]"
legacy/screened/case_18_federated_learning_privacy_screened.csv,screened,18,federated_learning_privacy,7919126,6c11c0b4da1e464ec2fa3d3e6263b4ec33842149e5d303aef5cc91fae1e9e502,2026-06-15T15:22:52+00:00,4886,7,ok,,0,0,29,0,0,0,0,2605,2281,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id"", ""llm_decision""]"
legacy/screened/case_19_ai_ethics_autonomous_systems_screened.csv,screened,19,ai_ethics_autonomous_systems,713434,135e56836299f8620aca682e7174eda4dea47f55c0ce2c36c26afd49ae0ec188,2026-06-15T15:34:26+00:00,375,7,ok,,0,50,18,0,0,0,0,314,61,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id"", ""llm_decision""]"
legacy/screened/case_20_deep_learning_predictive_maintenance_screened.csv,screened,20,deep_learning_predictive_maintenance,15724599,b29ffabbce8c8b014c846cea7ced72a8a9abad9a8cf02c931dcf80bc2664249f,2026-06-15T18:21:02+00:00,9921,7,ok,,0,0,236,0,0,0,0,3769,6152,0,0,0,0,0,0,0,0,0,0,"[""title"", ""year"", ""doi"", ""abstract"", ""source"", ""case_id"", ""llm_decision""]"
legacy/extracted/case_01_nurse_staffing_mortality_extracted.csv,extracted,1,nurse_staffing_mortality,7949,711011545f06625a858d29b15d361d6fab16d117fca2131f4e3122919ec403b5,2026-06-15T19:14:43+00:00,22,23,ok,,0,0,0,0,0,0,0,0,0,0,0,10,10,106,110,4,106,0,0,"[""study_design"", ""country"", ""population"", ""intervention"", ""comparison"", ""outcome"", ""sample_size"", ""effect_size"", ""ci_lower"", ""ci_upper"", ""_title"", ""_doi"", ""_year"", ""judge_study_design"", ""judge_country"", ""judge_population"", ""judge_intervention"", ""judge_comparison"", ""judge_outcome"", ""judge_sample_size"", ""judge_effect_size"", ""judge_ci_lower"", ""judge_ci_upper""]"
legacy/extracted/case_02_mindfulness_anxiety_extracted.csv,extracted,2,mindfulness_anxiety,30520,160e603cd755068a4a9f9fd9fab7507dc2370ced1396319d5d088f850d2c9c74,2026-06-15T19:18:31+00:00,72,21,ok,,0,0,0,0,0,0,0,0,0,0,0,9,9,223,419,3,226,0,0,"[""study_design"", ""country"", ""population"", ""intervention"", ""outcome"", ""sample_size"", ""effect_size"", ""ci_lower"", ""ci_upper"", ""_title"", ""_doi"", ""_year"", ""judge_study_design"", ""judge_country"", ""judge_population"", ""judge_intervention"", ""judge_outcome"", ""judge_sample_size"", ""judge_effect_size"", ""judge_ci_lower"", ""judge_ci_upper""]"
legacy/extracted/case_03_glp1_cardiovascular_extracted.csv,extracted,3,glp1_cardiovascular,293127,13fa83ada31430c38ab07345d277c0fa7136d5b04f0d3c8461f3b342cbfd2d8d,2026-06-15T20:03:11+00:00,841,21,ok,,0,0,0,0,0,0,0,0,0,0,0,9,9,3075,4445,84,3040,0,0,"[""study_design"", ""country"", ""drug"", ""outcome"", ""follow_up_years"", ""sample_size"", ""hazard_ratio"", ""ci_lower"", ""ci_upper"", ""_title"", ""_doi"", ""_year"", ""judge_study_design"", ""judge_country"", ""judge_drug"", ""judge_outcome"", ""judge_follow_up_years"", ""judge_sample_size"", ""judge_hazard_ratio"", ""judge_ci_lower"", ""judge_ci_upper""]"
legacy/extracted/case_04_ai_radiology_diagnosis_extracted.csv,extracted,4,ai_radiology_diagnosis,740702,be9c6267e8bcd1898e1d8b42e8195ca5e73c834940bb35505f44882e514e0ec0,2026-06-15T21:59:29+00:00,2444,19,ok,,0,0,0,0,0,0,0,0,0,0,0,8,8,6370,12742,312,6498,0,0,"[""study_design"", ""imaging_modality"", ""ai_model_type"", ""task"", ""sensitivity"", ""specificity"", ""auc"", ""sample_size"", ""_title"", ""_doi"", ""_year"", ""judge_study_design"", ""judge_imaging_modality"", ""judge_ai_model_type"", ""judge_task"", ""judge_sensitivity"", ""judge_specificity"", ""judge_auc"", ""judge_sample_size""]"
legacy/extracted/case_05_cash_transfers_education_extracted.csv,extracted,5,cash_transfers_education,142724,8d3f14b20260700f7c608fc7fe6a4f857ea0fa0a4fc0b923aa426f13db012484,2026-06-15T22:19:47+00:00,469,19,ok,,0,0,0,0,0,0,0,0,0,0,0,8,8,1796,1937,15,1800,0,0,"[""study_design"", ""country"", ""programme"", ""outcome"", ""sample_size"", ""effect_size"", ""ci_lower"", ""ci_upper"", ""_title"", ""_doi"", ""_year"", ""judge_study_design"", ""judge_country"", ""judge_programme"", ""judge_outcome"", ""judge_sample_size"", ""judge_effect_size"", ""judge_ci_lower"", ""judge_ci_upper""]"
legacy/extracted/case_06_social_media_mental_health_extracted.csv,extracted,6,social_media_mental_health,191027,c0ebe98216ddba5681c6ad57df7665da49b0d09d9972b4be772cae1e57ae1db8,2026-06-15T22:49:24+00:00,584,21,ok,,0,0,0,0,0,0,0,0,0,0,0,9,9,1949,3229,35,1992,0,0,"[""study_design"", ""country"", ""platform"", ""outcome"", ""age_group"", ""sample_size"", ""effect_size"", ""ci_lower"", ""ci_upper"", ""_title"", ""_doi"", ""_year"", ""judge_study_design"", ""judge_country"", ""judge_platform"", ""judge_outcome"", ""judge_age_group"", ""judge_sample_size"", ""judge_effect_size"", ""judge_ci_lower"", ""judge_ci_upper""]"
legacy/extracted/case_07_restorative_justice_recidivism_extracted.csv,extracted,7,restorative_justice_recidivism,20722,a7f123318f5cc6dca367f64026b5cda52e8c49ed0b5e355ce602a1460affa43e,2026-06-15T22:52:54+00:00,77,19,ok,,0,0,0,0,0,0,0,0,0,0,0,8,8,294,317,3,296,0,0,"[""study_design"", ""country"", ""programme_type"", ""outcome"", ""follow_up_months"", ""sample_size"", ""recidivism_rate_treatment"", ""recidivism_rate_control"", ""_title"", ""_doi"", ""_year"", ""judge_study_design"", ""judge_country"", ""judge_programme_type"", ""judge_outcome"", ""judge_follow_up_months"", ""judge_sample_size"", ""judge_recidivism_rate_treatment"", ""judge_recidivism_rate_control""]"
legacy/extracted/case_08_gender_pay_gap_extracted.csv,extracted,8,gender_pay_gap,75470,3a937e8595ba453ce493c4c6175564e5d550d729f37497bd5c94fefcb998bf75,2026-06-15T23:05:00+00:00,308,17,ok,,0,0,0,0,0,0,0,0,0,0,0,7,7,1099,1049,29,1078,0,0,"[""study_design"", ""country"", ""sector"", ""gap_measure"", ""year"", ""gap_percent"", ""sample_size"", ""_title"", ""_doi"", ""_year"", ""judge_study_design"", ""judge_country"", ""judge_sector"", ""judge_gap_measure"", ""judge_year"", ""judge_gap_percent"", ""judge_sample_size""]"
legacy/extracted/case_09_intelligent_tutoring_scores_extracted.csv,extracted,9,intelligent_tutoring_scores,181026,bea67958cc4ff7067a40a4a46a7d3c0823ffc706e67869379fe656690553698e,2026-06-15T23:33:15+00:00,580,21,ok,,0,0,0,0,0,0,0,0,0,0,0,9,9,2878,2326,11,2883,0,0,"[""study_design"", ""country"", ""system_name"", ""subject"", ""grade_level"", ""sample_size"", ""effect_size"", ""ci_lower"", ""ci_upper"", ""_title"", ""_doi"", ""_year"", ""judge_study_design"", ""judge_country"", ""judge_system_name"", ""judge_subject"", ""judge_grade_level"", ""judge_sample_size"", ""judge_effect_size"", ""judge_ci_lower"", ""judge_ci_upper""]"
legacy/extracted/case_10_game_based_learning_motivation_extracted.csv,extracted,10,game_based_learning_motivation,111196,6c5de53ef7eccd7c97ad85f90f4805148b5441ae89f5abfb44649890fa95ae7d,2026-06-15T23:54:17+00:00,354,21,ok,,0,0,0,0,0,0,0,0,0,0,0,9,9,1512,1650,17,1519,0,0,"[""study_design"", ""country"", ""game_type"", ""outcome_measure"", ""education_level"", ""sample_size"", ""effect_size"", ""ci_lower"", ""ci_upper"", ""_title"", ""_doi"", ""_year"", ""judge_study_design"", ""judge_country"", ""judge_game_type"", ""judge_outcome_measure"", ""judge_education_level"", ""judge_sample_size"", ""judge_effect_size"", ""judge_ci_lower"", ""judge_ci_upper""]"
legacy/extracted/case_11_class_size_achievement_extracted.csv,extracted,11,class_size_achievement,70298,2b58a624ace51b80826f942fb128a3049c411b9ccc61e9f18f872e26727c9487,2026-06-16T00:11:11+00:00,253,21,ok,,0,0,0,0,0,0,0,0,0,0,0,9,9,1495,757,19,1501,0,0,"[""study_design"", ""country"", ""school_level"", ""class_size_treatment"", ""class_size_control"", ""sample_size"", ""effect_size"", ""ci_lower"", ""ci_upper"", ""_title"", ""_doi"", ""_year"", ""judge_study_design"", ""judge_country"", ""judge_school_level"", ""judge_class_size_treatment"", ""judge_class_size_control"", ""judge_sample_size"", ""judge_effect_size"", ""judge_ci_lower"", ""judge_ci_upper""]"
legacy/extracted/case_12_llm_higher_education_extracted.csv,extracted,12,llm_higher_education,431679,05203e16dcd9c612e8193ee64be40193c8d921fa88ab20c106649e3985e15059,2026-06-16T01:36:00+00:00,1720,17,ok,,1,0,0,0,0,0,5,0,0,0,0,7,7,4047,7973,49,4018,0,0,"[""study_design"", ""country"", ""llm_tool"", ""use_case"", ""discipline"", ""sample_size"", ""outcome_direction"", ""_title"", ""_doi"", ""_year"", ""judge_study_design"", ""judge_country"", ""judge_llm_tool"", ""judge_use_case"", ""judge_discipline"", ""judge_sample_size"", ""judge_outcome_direction""]"
legacy/extracted/case_13_marine_protected_areas_extracted.csv,extracted,13,marine_protected_areas,102526,389b3e1bc6e747c01b71664681777d6a48d09faece233b0b3d87226c84ee8ed2,2026-06-16T01:50:20+00:00,340,21,ok,,1,0,0,0,0,0,0,0,0,0,0,9,9,1625,1402,29,1629,0,0,"[""study_design"", ""country"", ""mpa_type"", ""species_group"", ""years_protected"", ""sample_size"", ""effect_size"", ""ci_lower"", ""ci_upper"", ""_title"", ""_doi"", ""_year"", ""judge_study_design"", ""judge_country"", ""judge_mpa_type"", ""judge_species_group"", ""judge_years_protected"", ""judge_sample_size"", ""judge_effect_size"", ""judge_ci_lower"", ""judge_ci_upper""]"
legacy/extracted/case_14_reforestation_carbon_extracted.csv,extracted,14,reforestation_carbon,297165,b415c275eb2182ec1d17ac8c3c9b148475bb6350c0bf9a74a70ffdae8cfc7620,2026-06-16T02:32:41+00:00,1086,17,ok,,0,0,0,0,0,0,0,0,0,0,0,7,7,3887,3633,52,3917,0,0,"[""study_design"", ""country"", ""forest_type"", ""age_years"", ""carbon_stock_tC_ha"", ""sample_size"", ""effect_size"", ""_title"", ""_doi"", ""_year"", ""judge_study_design"", ""judge_country"", ""judge_forest_type"", ""judge_age_years"", ""judge_carbon_stock_tC_ha"", ""judge_sample_size"", ""judge_effect_size""]"
legacy/extracted/case_15_indoor_air_pollution_health_extracted.csv,extracted,15,indoor_air_pollution_health,415068,76a902139c2f834c46a0ead64cda610e0b3a00965cc3a3402de0570867d13bf9,2026-06-16T03:29:38+00:00,1350,19,ok,,1,0,0,0,0,0,1,0,0,0,0,8,8,3667,6993,67,3740,0,0,"[""study_design"", ""country"", ""fuel_type"", ""outcome"", ""sample_size"", ""effect_size"", ""ci_lower"", ""ci_upper"", ""_title"", ""_doi"", ""_year"", ""judge_study_design"", ""judge_country"", ""judge_fuel_type"", ""judge_outcome"", ""judge_sample_size"", ""judge_effect_size"", ""judge_ci_lower"", ""judge_ci_upper""]"
legacy/extracted/case_16_microplastics_freshwater_extracted.csv,extracted,16,microplastics_freshwater,58249,0d331eded34264b431f49dab504ec22a244f468bbf54d1445a4fc1e8b387d97a,2026-06-17T07:14:34+00:00,200,15,ok,,0,0,0,0,0,0,0,0,0,0,0,6,6,280,882,33,285,0,0,"[""study_design"", ""country"", ""water_body_type"", ""polymer_type"", ""concentration_items_L"", ""sample_size"", ""_title"", ""_doi"", ""_year"", ""judge_study_design"", ""judge_country"", ""judge_water_body_type"", ""judge_polymer_type"", ""judge_concentration_items_L"", ""judge_sample_size""]"
legacy/extracted/case_17_llm_reasoning_benchmarks_extracted.csv,extracted,17,llm_reasoning_benchmarks,54320,6572fc46ecf0e5465fa4d72c96bccf104f468b42aba8e087d716dc47357e08b9,2026-06-17T07:27:27+00:00,200,17,ok,,0,0,0,0,0,0,0,0,0,0,0,7,7,636,749,15,636,0,0,"[""study_design"", ""model_name"", ""benchmark"", ""task_type"", ""accuracy_percent"", ""parameter_count_B"", ""year"", ""_title"", ""_doi"", ""_year"", ""judge_study_design"", ""judge_model_name"", ""judge_benchmark"", ""judge_task_type"", ""judge_accuracy_percent"", ""judge_parameter_count_B"", ""judge_year""]"
